Symbol,Company Name,Prediction Horizon (Years),As Of Date,Predicted Total Return (%),Predicted CAGR (%),Annualized Volatility (%),Latest P/E Ratio,Latest Beta,Composite Risk Score,Risk Band (Composite),Risk Band (Volatility Only),Conservative Band,Expected Band,Optimistic Band
LAURUSLABS.NS,Laurus Labs Limited,1,18-06-2025,-32.71,-32.71,36.5,99.88,0.76,0.6162,High,High,-33.71% – -32.71%,-31.71% – -29.71%,-28.71% – -24.71%
OLECTRA.NS,Olectra Greentech Limited,1,18-06-2025,-32.76,-32.76,44.45,69.51,0.14,0.6445,High,High,-33.76% – -32.76%,-31.76% – -29.76%,-28.76% – -24.76%
GHCL.NS,GHCL Limited,1,18-06-2025,-32.89,-32.89,41.18,9.24,-0.43,0.4618,Medium,High,-33.89% – -32.89%,-31.89% – -29.89%,-28.89% – -24.89%
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,1,18-06-2025,-32.93,-32.93,54.89,17.25,0.06,0.4193,Medium,High,-33.93% – -32.93%,-31.93% – -29.93%,-28.93% – -24.93%
DYNPRO.NS,Dynemic Products Limited,1,18-06-2025,-33.06,-33.06,47.26,22.86,-0.13,0.44,Medium,High,-34.06% – -33.06%,-32.06% – -30.06%,-29.06% – -25.06%
JAGRAN.NS,Jagran Prakashan Limited,1,18-06-2025,-33.15,-33.15,28.45,11.97,0.38,0.1845,Low,Medium,-34.15% – -33.15%,-32.15% – -30.15%,-29.15% – -25.15%
AIRAN.NS,Airan Limited,1,18-06-2025,-33.21,-33.21,59.16,20.13,0.69,0.4828,Medium,High,-34.21% – -33.21%,-32.21% – -30.21%,-29.21% – -25.21%
TVVISION.NS,TV Vision Limited,1,18-06-2025,-33.25,-33.25,48.99,,0.18,,Unknown,High,-34.25% – -33.25%,-32.25% – -30.25%,-29.25% – -25.25%
KARURVYSYA.NS,The Karur Vysya Bank Limited,1,18-06-2025,-33.67,-33.67,31.31,10.25,-0.15,0.2131,Low,High,-34.67% – -33.67%,-32.67% – -30.67%,-29.67% – -25.67%
ENGINERSIN.NS,Engineers India Limited,1,18-06-2025,-34.05,-34.05,45.04,21.41,0.71,0.4481,Medium,High,-35.05% – -34.05%,-33.05% – -31.05%,-30.05% – -26.05%
SUNDRMFAST.NS,Sundram Fasteners Limited,1,18-06-2025,-34.09,-34.09,25.42,38.65,0.3,0.3569,Medium,Medium,-35.09% – -34.09%,-33.09% – -31.09%,-30.09% – -26.09%
AYMSYNTEX.NS,AYM Syntex Limited,1,18-06-2025,-34.1,-34.1,54.14,116.18,0.64,0.7284,High,High,-35.1% – -34.1%,-33.1% – -31.1%,-30.1% – -26.1%
BANKBARODA.NS,Bank of Baroda Limited,1,18-06-2025,-34.1,-34.1,29.4,5.89,0.49,0.344,Medium,Medium,-35.1% – -34.1%,-33.1% – -31.1%,-30.1% – -26.1%
PROZONER.NS,Prozone Realty Limited,1,18-06-2025,-34.26,-34.26,47.05,,0.27,,Unknown,High,-35.26% – -34.26%,-33.26% – -31.26%,-30.26% – -26.26%
JINDRILL.NS,Jindal Drilling & Industries Limited,1,18-06-2025,-34.33,-34.33,53.76,8.81,-0.41,0.55,Medium,High,-35.33% – -34.33%,-33.33% – -31.33%,-30.33% – -26.33%
AVANTIFEED.NS,Avanti Feeds Limited,1,18-06-2025,-34.41,-34.41,49.9,19.38,-0.18,0.4365,Medium,High,-35.41% – -34.41%,-33.41% – -31.41%,-30.41% – -26.41%
CORDSCABLE.NS,Cords Cable Industries Limited,1,18-06-2025,-34.46,-34.46,54.69,17.39,0.23,0.4205,Medium,High,-35.46% – -34.46%,-33.46% – -31.46%,-30.46% – -26.46%
BYKE.NS,The Byke Hospitality Limited,1,18-06-2025,-34.53,-34.53,48.6,95.79,0.69,0.7248,High,High,-35.53% – -34.53%,-33.53% – -31.53%,-30.53% – -26.53%
JINDALSAW.NS,Jindal Saw Limited,1,18-06-2025,-34.59,-34.59,46.95,8.65,0.25,0.5195,Medium,High,-35.59% – -34.59%,-33.59% – -31.59%,-30.59% – -26.59%
JETFREIGHT.NS,Jet Freight Logistics Limited,1,18-06-2025,-34.6,-34.6,61.47,17.54,-0.24,0.4218,Medium,High,-35.6% – -34.6%,-33.6% – -31.6%,-30.6% – -26.6%
PEARLPOLY.NS,Pearl Polymers Limited,1,18-06-2025,-34.66,-34.66,57.08,,0.28,,Unknown,High,-35.66% – -34.66%,-33.66% – -31.66%,-30.66% – -26.66%
PATELENG.NS,Patel Engineering Limited,1,18-06-2025,-34.69,-34.69,40.82,14.2,0.68,0.3444,Medium,High,-35.69% – -34.69%,-33.69% – -31.69%,-30.69% – -26.69%
ASHIANA.NS,Ashiana Housing Limited,1,18-06-2025,-34.72,-34.72,44.87,188.39,0.22,0.6487,High,High,-35.72% – -34.72%,-33.72% – -31.72%,-30.72% – -26.72%
ASPINWALL.NS,Aspinwall and Company Limited,1,18-06-2025,-35.06,-35.06,46.73,15.24,-0.05,0.3694,Medium,High,-36.06% – -35.06%,-34.06% – -32.06%,-31.06% – -27.06%
MARKSANS.NS,Marksans Pharma Limited,1,18-06-2025,-35.3,-35.3,54.41,30.25,1.38,0.7075,High,High,-36.3% – -35.3%,-34.3% – -32.3%,-31.3% – -27.3%
DREDGECORP.NS,Dredging Corporation of India Limited,1,18-06-2025,-35.58,-35.58,53.59,,0.62,,Unknown,High,-36.58% – -35.58%,-34.58% – -32.58%,-31.58% – -27.58%
KOTHARIPRO.NS,Kothari Products Limited,1,18-06-2025,-36.02,-36.02,57.88,,-0.01,,Unknown,High,-37.02% – -36.02%,-35.02% – -33.02%,-32.02% – -28.02%
STCINDIA.NS,The State Trading Corporation of India Limited,1,18-06-2025,-36.04,-36.04,63.4,25.84,0.75,0.5433,Medium,High,-37.04% – -36.04%,-35.04% – -33.04%,-32.04% – -28.04%
KELLTONTEC.NS,Kellton Tech Solutions Limited,1,18-06-2025,-36.12,-36.12,59.43,15.71,0.68,0.4429,Medium,High,-37.12% – -36.12%,-35.12% – -33.12%,-32.12% – -28.12%
HERITGFOOD.NS,Heritage Foods Limited,1,18-06-2025,-36.12,-36.12,37.76,21.72,0.36,0.3352,Medium,High,-37.12% – -36.12%,-35.12% – -33.12%,-32.12% – -28.12%
MANALIPETC.NS,Manali Petrochemicals Limited,1,18-06-2025,-36.29,-36.29,38.63,42.94,-0.14,0.5258,Medium,High,-37.29% – -36.29%,-35.29% – -33.29%,-32.29% – -28.29%
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,1,18-06-2025,-36.31,-36.31,34.83,12.43,0.94,0.3361,Medium,High,-37.31% – -36.31%,-35.31% – -33.31%,-32.31% – -28.31%
SIL.NS,Standard Industries Limited,1,18-06-2025,-36.37,-36.37,46.08,,-0.59,,Unknown,High,-37.37% – -36.37%,-35.37% – -33.37%,-32.37% – -28.37%
SHRIPISTON.NS,Shriram Pistons & Rings Limited,1,18-06-2025,-36.7,-36.7,40.61,20.93,0.79,0.4141,Medium,High,-37.7% – -36.7%,-35.7% – -33.7%,-32.7% – -28.7%
NAVNETEDUL.NS,Navneet Education Limited,1,18-06-2025,-36.84,-36.84,29.36,4.14,-0.26,0.3436,Medium,Medium,-37.84% – -36.84%,-35.84% – -33.84%,-32.84% – -28.84%
FELDVR.NS,Future Enterprises Limited,1,18-06-2025,-36.91,-36.91,48.15,,0.56,,Unknown,High,-37.91% – -36.91%,-35.91% – -33.91%,-32.91% – -28.91%
SADBHIN.NS,Sadbhav Infrastructure Project Limited,1,18-06-2025,-36.98,-36.98,60.14,,0.49,,Unknown,High,-37.98% – -36.98%,-35.98% – -33.98%,-32.98% – -28.98%
HTMEDIA.NS,HT Media Limited,1,18-06-2025,-37.08,-37.08,47.52,254.75,-0.04,0.6752,High,High,-38.08% – -37.08%,-36.08% – -34.08%,-33.08% – -29.08%
DENORA.NS,De Nora India Limited,1,18-06-2025,-37.34,-37.34,48.4,268.75,-0.25,0.684,High,High,-38.34% – -37.34%,-36.34% – -34.34%,-33.34% – -29.34%
TAJGVK.NS,TAJGVK Hotels & Resorts Limited,1,18-06-2025,-37.46,-37.46,53.4,21.65,0.18,0.457,Medium,High,-38.46% – -37.46%,-36.46% – -34.46%,-33.46% – -29.46%
RPSGVENT.NS,RPSG Ventures Limited,1,18-06-2025,-37.47,-37.47,56.1,,0.37,,Unknown,High,-38.47% – -37.47%,-36.47% – -34.47%,-33.47% – -29.47%
GICHSGFIN.NS,GIC Housing Finance Limited,1,18-06-2025,-37.52,-37.52,35.7,6.33,0.78,0.4626,Medium,High,-38.52% – -37.52%,-36.52% – -34.52%,-33.52% – -29.52%
TEXRAIL.NS,Texmaco Rail & Engineering Limited,1,18-06-2025,-37.58,-37.58,52.31,26.35,0.66,0.5289,Medium,High,-38.58% – -37.58%,-36.58% – -34.58%,-33.58% – -29.58%
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,1,18-06-2025,-37.73,-37.73,43.09,18.32,0.12,0.3594,Medium,High,-38.73% – -37.73%,-36.73% – -34.73%,-33.73% – -29.73%
ZEELEARN.NS,Zee Learn Limited,1,18-06-2025,-37.85,-37.85,56.45,24,0.61,0.5001,Medium,High,-38.85% – -37.85%,-36.85% – -34.85%,-33.85% – -29.85%
WELENT.NS,Welspun Enterprises Limited,1,18-06-2025,-37.86,-37.86,41.86,20.37,0.11,0.3646,Medium,High,-38.86% – -37.86%,-36.86% – -34.86%,-33.86% – -29.86%
OSWALGREEN.NS,Oswal Greentech Limited,1,18-06-2025,-37.93,-37.93,64.33,135.24,0.31,0.7,High,High,-38.93% – -37.93%,-36.93% – -34.93%,-33.93% – -29.93%
HGS.NS,Hinduja Global Solutions Limited,1,18-06-2025,-38.21,-38.21,37.52,,0.42,,Unknown,High,-39.21% – -38.21%,-37.21% – -35.21%,-34.21% – -30.21%
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,1,18-06-2025,-38.28,-38.28,42.86,16.72,0.67,0.3767,Medium,High,-39.28% – -38.28%,-37.28% – -35.28%,-34.28% – -30.28%
RAJSREESUG.NS,Rajshree Sugars and Chemicals Limited,1,18-06-2025,-38.35,-38.35,50.14,19.83,0.31,0.4414,Medium,High,-39.35% – -38.35%,-37.35% – -35.35%,-34.35% – -30.35%
ELECTHERM.NS,Electrotherm (India) Limited,1,18-06-2025,-38.45,-38.45,49.27,3.36,0.27,0.5427,Medium,High,-39.45% – -38.45%,-37.45% – -35.45%,-34.45% – -30.45%
SHIVATEX.NS,Shiva Texyarn Limited,1,18-06-2025,-38.5,-38.5,58.34,22.15,0.34,0.4613,Medium,High,-39.5% – -38.5%,-37.5% – -35.5%,-34.5% – -30.5%
TRF.NS,TRF Limited,1,18-06-2025,-38.5,-38.5,51.03,16.3,0.31,0.4112,Medium,High,-39.5% – -38.5%,-37.5% – -35.5%,-34.5% – -30.5%
BSOFT.NS,Birlasoft Limited,1,18-06-2025,-38.63,-38.63,34.91,22.79,0.77,0.3689,Medium,High,-39.63% – -38.63%,-37.63% – -35.63%,-34.63% – -30.63%
HINDMOTORS.NS,Hindustan Motors Limited,1,18-06-2025,-38.67,-38.67,64.08,40.6,0.47,0.6194,High,High,-39.67% – -38.67%,-37.67% – -35.67%,-34.67% – -30.67%
SOUTHBANK.NS,The South Indian Bank Limited,1,18-06-2025,-38.7,-38.7,30.74,5.98,0.08,0.3574,Medium,High,-39.7% – -38.7%,-37.7% – -35.7%,-34.7% – -30.7%
SUNTV.NS,Sun TV Network Limited,1,18-06-2025,-38.78,-38.78,27.97,14.29,0.1,0.1797,Low,Medium,-39.78% – -38.78%,-37.78% – -35.78%,-34.78% – -30.78%
SUZLON.NS,Suzlon Energy Limited,1,18-06-2025,-39.1,-39.1,45.6,42.5,0.95,0.6817,High,High,-40.1% – -39.1%,-38.1% – -36.1%,-35.1% – -31.1%
THEINVEST.NS,The Investment Trust of India Limited,1,18-06-2025,-39.16,-39.16,49.07,18.56,0.29,0.4212,Medium,High,-40.16% – -39.16%,-38.16% – -36.16%,-35.16% – -31.16%
EMKAY.NS,Emkay Global Financial Services Limited,1,18-06-2025,-39.16,-39.16,43.87,10.63,0.03,0.3387,Medium,High,-40.16% – -39.16%,-38.16% – -36.16%,-35.16% – -31.16%
IOC.NS,Indian Oil Corporation Limited,1,18-06-2025,-39.25,-39.25,27.24,14.24,0.76,0.2252,Low,Medium,-40.25% – -39.25%,-38.25% – -36.25%,-35.25% – -31.25%
GLENMARK.NS,Glenmark Pharmaceuticals Limited,1,18-06-2025,-39.27,-39.27,29.61,44.51,0.2,0.449,Medium,Medium,-40.27% – -39.27%,-38.27% – -36.27%,-35.27% – -31.27%
KRIDHANINF.NS,Kridhan Infra Limited,1,18-06-2025,-39.35,-39.35,64.39,0.61,0.52,0.5544,Medium,High,-40.35% – -39.35%,-38.35% – -36.35%,-35.35% – -31.35%
SHAKTIPUMP.NS,Shakti Pumps (India) Limited,1,18-06-2025,-39.35,-39.35,52.12,29.44,0,0.5237,Medium,High,-40.35% – -39.35%,-38.35% – -36.35%,-35.35% – -31.35%
GTL.NS,GTL Limited,1,18-06-2025,-39.5,-39.5,60.37,,0.24,,Unknown,High,-40.5% – -39.5%,-38.5% – -36.5%,-35.5% – -31.5%
TATACOMM.NS,Tata Communications Limited,1,18-06-2025,-39.57,-39.57,27.74,29.47,0.74,0.3501,Medium,Medium,-40.57% – -39.57%,-38.57% – -36.57%,-35.57% – -31.57%
IDBI.NS,IDBI Bank Limited,1,18-06-2025,-39.82,-39.82,44.5,12.92,0.07,0.345,Medium,High,-40.82% – -39.82%,-38.82% – -36.82%,-35.82% – -31.82%
MUKANDLTD.NS,Mukand Limited,1,18-06-2025,-39.83,-39.83,42.91,22.17,0.55,0.4014,Medium,High,-40.83% – -39.83%,-38.83% – -36.83%,-35.83% – -31.83%
BANKINDIA.NS,Bank of India Limited,1,18-06-2025,-39.91,-39.91,32.32,5.67,0.86,0.4454,Medium,High,-40.91% – -39.91%,-38.91% – -36.91%,-35.91% – -31.91%
TECHNOE.NS,Techno Electric & Engineering Company Limited,1,18-06-2025,-39.98,-39.98,51.87,45.68,0.77,0.7166,High,High,-40.98% – -39.98%,-38.98% – -36.98%,-35.98% – -31.98%
RUBYMILLS.NS,The Ruby Mills Limited,1,18-06-2025,-40.49,-40.49,54.98,19.08,0.14,0.435,Medium,High,-41.49% – -40.49%,-39.49% – -37.49%,-36.49% – -32.49%
INDOSTAR.NS,IndoStar Capital Finance Limited,1,18-06-2025,-40.64,-40.64,50.82,85.95,0.39,0.7,High,High,-41.64% – -40.64%,-39.64% – -37.64%,-36.64% – -32.64%
PRIVISCL.NS,Privi Speciality Chemicals Limited,1,18-06-2025,-41.04,-41.04,40.44,52.03,-0.36,0.6044,High,High,-42.04% – -41.04%,-40.04% – -38.04%,-37.04% – -33.04%
KSCL.NS,Kaveri Seed Company Limited,1,18-06-2025,-41.37,-41.37,49.36,23.46,0.26,0.4661,Medium,High,-42.37% – -41.37%,-40.37% – -38.37%,-37.37% – -33.37%
DOLATALGO.NS,Dolat Algotech Limited,1,18-06-2025,-41.93,-41.93,52.81,8.09,-0.46,0.55,Medium,High,-42.93% – -41.93%,-40.93% – -38.93%,-37.93% – -33.93%
CENTRALBK.NS,Central Bank of India,1,18-06-2025,-42,-42,41.4,8.38,0.37,0.464,Medium,High,-43.0% – -42.0%,-41.0% – -39.0%,-38.0% – -34.0%
SHYAMTEL.NS,Shyam Telecom Limited,1,18-06-2025,-42.03,-42.03,51.65,,-0.52,,Unknown,High,-43.03% – -42.03%,-41.03% – -39.03%,-38.03% – -34.03%
WOCKPHARMA.NS,Wockhardt Limited,1,18-06-2025,-42.67,-42.67,60.06,,1.16,,Unknown,High,-43.67% – -42.67%,-41.67% – -39.67%,-38.67% – -34.67%
MARALOVER.NS,Maral Overseas Limited,1,18-06-2025,-43.08,-43.08,55.45,,0.04,,Unknown,High,-44.08% – -43.08%,-42.08% – -40.08%,-39.08% – -35.08%
UNIVCABLES.NS,Universal Cables Limited,1,18-06-2025,-43.18,-43.18,52.08,26.34,0.52,0.5002,Medium,High,-44.18% – -43.18%,-42.18% – -40.18%,-39.18% – -35.18%
EVERESTIND.NS,Everest Industries Limited,1,18-06-2025,-43.51,-43.51,41.59,,-0.03,,Unknown,High,-44.51% – -43.51%,-42.51% – -40.51%,-39.51% – -35.51%
ARCHIES.NS,Archies Limited,1,18-06-2025,-43.57,-43.57,56,,0.38,,Unknown,High,-44.57% – -43.57%,-42.57% – -40.57%,-39.57% – -35.57%
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,1,18-06-2025,-43.73,-43.73,48.23,,0.12,,Unknown,High,-44.73% – -43.73%,-42.73% – -40.73%,-39.73% – -35.73%
THYROCARE.NS,Thyrocare Technologies Limited,1,18-06-2025,-43.76,-43.76,43.06,58.66,0.46,0.6306,High,High,-44.76% – -43.76%,-42.76% – -40.76%,-39.76% – -35.76%
RANEHOLDIN.NS,Rane Holdings Limited,1,18-06-2025,-43.78,-43.78,48.15,10.7,0.4,0.3815,Medium,High,-44.78% – -43.78%,-42.78% – -40.78%,-39.78% – -35.78%
SELAN.NS,Selan Exploration Technology Limited,1,18-06-2025,-43.9,-43.9,59.62,14.24,0.22,0.4,Medium,High,-44.9% – -43.9%,-42.9% – -40.9%,-39.9% – -35.9%
BFUTILITIE.NS,BF Utilities Limited,1,18-06-2025,-44.14,-44.14,54.28,19.93,-0.01,0.4423,Medium,High,-45.14% – -44.14%,-43.14% – -41.14%,-40.14% – -36.14%
RPOWER.NS,Reliance Power Limited,1,18-06-2025,-44.19,-44.19,59.2,9.52,0.73,0.5954,Medium,High,-45.19% – -44.19%,-43.19% – -41.19%,-40.19% – -36.19%
JKIL.NS,J. Kumar Infraprojects Limited,1,18-06-2025,-44.36,-44.36,37.42,13.81,0.12,0.2742,Low,High,-45.36% – -44.36%,-43.36% – -41.36%,-40.36% – -36.36%
SANWARIA.NS,Sanwaria Consumer Limited,1,18-06-2025,-44.64,-44.64,30.8,,-0.51,,Unknown,High,-45.64% – -44.64%,-43.64% – -41.64%,-40.64% – -36.64%
RPPINFRA.NS,R.P.P. Infra Projects Limited,1,18-06-2025,-44.86,-44.86,60.72,10.42,0.32,0.4,Medium,High,-45.86% – -44.86%,-43.86% – -41.86%,-40.86% – -36.86%
AMJLAND.NS,AMJ Land Holdings Limited,1,18-06-2025,-45.19,-45.19,56.38,12.99,0.1,0.4,Medium,High,-46.19% – -45.19%,-44.19% – -42.19%,-41.19% – -37.19%
LUMAXIND.NS,Lumax Industries Limited,1,18-06-2025,-45.57,-45.57,33.16,21.87,0.65,0.3206,Medium,High,-46.57% – -45.57%,-44.57% – -42.57%,-41.57% – -37.57%
WHEELS.NS,Wheels India Limited,1,18-06-2025,-45.73,-45.73,37.69,16.76,-0.06,0.292,Low,High,-46.73% – -45.73%,-44.73% – -42.73%,-41.73% – -37.73%
JAYAGROGN.NS,Jayant Agro-Organics Limited,1,18-06-2025,-45.8,-45.8,41.39,13.54,0.13,0.3139,Medium,High,-46.8% – -45.8%,-44.8% – -42.8%,-41.8% – -37.8%
RICOAUTO.NS,Rico Auto Industries Limited,1,18-06-2025,-46,-46,48.58,48.57,0.43,0.6735,High,High,-47.0% – -46.0%,-45.0% – -43.0%,-42.0% – -38.0%
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,1,18-06-2025,-46.16,-46.16,37.18,18.65,0.11,0.3031,Medium,High,-47.16% – -46.16%,-45.16% – -43.16%,-42.16% – -38.16%
SETCO.NS,Setco Automotive Limited,1,18-06-2025,-46.21,-46.21,51.04,,0.53,,Unknown,High,-47.21% – -46.21%,-45.21% – -43.21%,-42.21% – -38.21%
HINDCOPPER.NS,Hindustan Copper Limited,1,18-06-2025,-46.59,-46.59,41.51,52.61,1.65,0.8449,High,High,-47.59% – -46.59%,-45.59% – -43.59%,-42.59% – -38.59%
GLOBALVECT.NS,Global Vectra Helicorp Limited,1,18-06-2025,-46.62,-46.62,47.64,,0.19,,Unknown,High,-47.62% – -46.62%,-45.62% – -43.62%,-42.62% – -38.62%
PARASPETRO.NS,Paras Petrofils Limited,1,18-06-2025,-46.9,-46.9,47.13,inf,-1.67,0.6713,High,High,-47.9% – -46.9%,-45.9% – -43.9%,-42.9% – -38.9%
ONGC.NS,Oil and Natural Gas Corporation Limited,1,18-06-2025,-46.93,-46.93,30.25,8.67,0.34,0.3525,Medium,High,-47.93% – -46.93%,-45.93% – -43.93%,-42.93% – -38.93%
ROHLTD.NS,Royal Orchid Hotels Limited,1,18-06-2025,-47.16,-47.16,39.8,22.07,,,Unknown,High,-48.16% – -47.16%,-46.16% – -44.16%,-43.16% – -39.16%
NAHARCAP.NS,Nahar Capital and Financial Services Limited,1,18-06-2025,-47.41,-47.41,46.15,10.97,-0.26,0.3615,Medium,High,-48.41% – -47.41%,-46.41% – -44.41%,-43.41% – -39.41%
PNB.NS,Punjab National Bank,1,18-06-2025,-47.69,-47.69,30.41,6.41,0.5,0.3541,Medium,High,-48.69% – -47.69%,-46.69% – -44.69%,-43.69% – -39.69%
UNIONBANK.NS,Union Bank of India,1,18-06-2025,-47.76,-47.76,34.92,6.07,0.96,0.492,Medium,High,-48.76% – -47.76%,-46.76% – -44.76%,-43.76% – -39.76%
CGPOWER.NS,CG Power and Industrial Solutions Limited,1,18-06-2025,-47.78,-47.78,40.29,108.02,0.6,0.6223,High,High,-48.78% – -47.78%,-46.78% – -44.78%,-43.78% – -39.78%
PEL.NS,Piramal Enterprises Limited,1,18-06-2025,-47.98,-47.98,39.3,52.86,0.67,0.626,High,High,-48.98% – -47.98%,-46.98% – -44.98%,-43.98% – -39.98%
RADAAN.NS,Radaan Mediaworks India Limited,1,18-06-2025,-48.2,-48.2,49.24,75.5,1.25,0.8422,High,High,-49.2% – -48.2%,-47.2% – -45.2%,-44.2% – -40.2%
TOKYOPLAST.NS,Tokyo Plast International Limited,1,18-06-2025,-48.45,-48.45,44.34,97.81,0.1,0.6434,High,High,-49.45% – -48.45%,-47.45% – -45.45%,-44.45% – -40.45%
RML.NS,Rane (Madras) Limited,1,18-06-2025,-48.5,-48.5,50.84,71.71,0.1,0.7,High,High,-49.5% – -48.5%,-47.5% – -45.5%,-44.5% – -40.5%
MSPL.NS,MSP Steel & Power Limited,1,18-06-2025,-48.71,-48.71,48.87,,0.6,,Unknown,High,-49.71% – -48.71%,-47.71% – -45.71%,-44.71% – -40.71%
DHANBANK.NS,Dhanlaxmi Bank Limited,1,18-06-2025,-48.73,-48.73,48.47,12.19,0.08,0.3847,Medium,High,-49.73% – -48.73%,-47.73% – -45.73%,-44.73% – -40.73%
GENESYS.NS,Genesys International Corporation Limited,1,18-06-2025,-48.99,-48.99,58.51,46.38,-0.72,0.669,High,High,-49.99% – -48.99%,-47.99% – -45.99%,-44.99% – -40.99%
MBLINFRA.NS,MBL Infrastructures Limited,1,18-06-2025,-49.32,-49.32,62.18,23.31,1.02,0.5758,Medium,High,-50.32% – -49.32%,-48.32% – -46.32%,-45.32% – -41.32%
STERTOOLS.NS,Sterling Tools Limited,1,18-06-2025,-49.48,-49.48,56.91,22.67,-0.06,0.4657,Medium,High,-50.48% – -49.48%,-48.48% – -46.48%,-45.48% – -41.48%
NITCO.NS,NITCO Limited,1,18-06-2025,-49.59,-49.59,49.9,,0.28,,Unknown,High,-50.59% – -49.59%,-48.59% – -46.59%,-45.59% – -41.59%
HSCL.NS,Himadri Speciality Chemical Limited,1,18-06-2025,-49.67,-49.67,42.33,40.65,-0.14,0.5432,Medium,High,-50.67% – -49.67%,-48.67% – -46.67%,-45.67% – -41.67%
SATIN.NS,Satin Creditcare Network Limited,1,18-06-2025,-49.77,-49.77,32.35,9.1,-0.03,0.3735,Medium,High,-50.77% – -49.77%,-48.77% – -46.77%,-45.77% – -41.77%
MAHABANK.NS,Bank of Maharashtra,1,18-06-2025,-50.01,-50.01,36.62,7.23,0.72,0.4598,Medium,High,-51.01% – -50.01%,-49.01% – -47.01%,-46.01% – -42.01%
RTNPOWER.NS,RattanIndia Power Limited,1,18-06-2025,-50.22,-50.22,52.9,32.71,0.29,0.5518,Medium,High,-51.22% – -50.22%,-49.22% – -47.22%,-46.22% – -42.22%
NBCC.NS,NBCC (India) Limited,1,18-06-2025,-50.29,-50.29,48.55,59.34,0.76,0.7379,High,High,-51.29% – -50.29%,-49.29% – -47.29%,-46.29% – -42.29%
KTKBANK.NS,The Karnataka Bank Limited,1,18-06-2025,-50.89,-50.89,29.29,6.07,0.67,0.3767,Medium,Medium,-51.89% – -50.89%,-49.89% – -47.89%,-46.89% – -42.89%
KERNEX.NS,Kernex Microsystems (India) Limited,1,18-06-2025,-50.96,-50.96,60.93,40.89,-0.82,0.6219,High,High,-51.96% – -50.96%,-49.96% – -47.96%,-46.96% – -42.96%
SOMANYCERA.NS,Somany Ceramics Limited,1,18-06-2025,-51.36,-51.36,38.39,39.38,0.68,0.5284,Medium,High,-52.36% – -51.36%,-50.36% – -48.36%,-47.36% – -43.36%
RBLBANK.NS,RBL Bank Limited,1,18-06-2025,-51.45,-51.45,40.91,19.35,0.73,0.393,Medium,High,-52.45% – -51.45%,-50.45% – -48.45%,-47.45% – -43.45%
BIL.NS,Bhartiya International Ltd.,1,18-06-2025,-51.79,-51.79,43.29,57.24,-0.05,0.6329,High,High,-52.79% – -51.79%,-50.79% – -48.79%,-47.79% – -43.79%
KOKUYOCMLN.NS,Kokuyo Camlin Limited,1,18-06-2025,-51.9,-51.9,41.07,227.69,0.4,0.6107,High,High,-52.9% – -51.9%,-50.9% – -48.9%,-47.9% – -43.9%
ARCHIDPLY.NS,Archidply Industries Limited,1,18-06-2025,-51.95,-51.95,54.1,,0.07,,Unknown,High,-52.95% – -51.95%,-50.95% – -48.95%,-47.95% – -43.95%
KAVVERITEL.NS,Kavveri Defence & Wireless Technologies Limited,1,18-06-2025,-52.03,-52.03,43.31,29.25,0.3,0.4552,Medium,High,-53.03% – -52.03%,-51.03% – -49.03%,-48.03% – -44.03%
MANINDS.NS,Man Industries (India) Limited,1,18-06-2025,-52.17,-52.17,55.68,16.54,-0.46,0.4132,Medium,High,-53.17% – -52.17%,-51.17% – -49.17%,-48.17% – -44.17%
BAFNAPH.NS,Bafna Pharmaceuticals Limited,1,18-06-2025,-52.18,-52.18,35.78,43.79,0.12,0.5046,Medium,High,-53.18% – -52.18%,-51.18% – -49.18%,-48.18% – -44.18%
MURUDCERA.NS,Murudeshwar Ceramics Ltd.,1,18-06-2025,-52.34,-52.34,50.83,27.1,-0.07,0.5037,Medium,High,-53.34% – -52.34%,-51.34% – -49.34%,-48.34% – -44.34%
NRBBEARING.NS,NRB Bearings Limited,1,18-06-2025,-52.72,-52.72,37.92,33.77,0.32,0.4401,Medium,High,-53.72% – -52.72%,-51.72% – -49.72%,-48.72% – -44.72%
MUKTAARTS.NS,Mukta Arts Limited,1,18-06-2025,-53.07,-53.07,55.19,,0.25,,Unknown,High,-54.07% – -53.07%,-52.07% – -50.07%,-49.07% – -45.07%
HCC.NS,Hindustan Construction Company Limited,1,18-06-2025,-53.27,-53.27,56.69,46.74,0.46,0.6721,High,High,-54.27% – -53.27%,-52.27% – -50.27%,-49.27% – -45.27%
JMFINANCIL.NS,JM Financial Limited,1,18-06-2025,-53.38,-53.38,48.95,16.59,0.19,0.4032,Medium,High,-54.38% – -53.38%,-52.38% – -50.38%,-49.38% – -45.38%
SURANASOL.NS,Surana Solar Limited,1,18-06-2025,-53.4,-53.4,48.73,3481,0.57,0.7023,High,High,-54.4% – -53.4%,-52.4% – -50.4%,-49.4% – -45.4%
WALCHANNAG.NS,Walchandnagar Industries Limited,1,18-06-2025,-53.51,-53.51,63.89,,0.84,,Unknown,High,-54.51% – -53.51%,-52.51% – -50.51%,-49.51% – -45.51%
